心细如发;xīn xì rú fà;avoir un cœur aussi mince (minutieux) qu’un cheveu;être consciencieux jusqu’au scrupule;avoir un esprit méticuleux;être diligent et sensible.;;;;;;;;
心闲手敏;xīn xián shǒu mǐn;cœur à l’aise et main agile;exercer un art avec habileté;faire quelque chose avec une aisance parfaite.;;;;;;;;;
心想事成;xīn xiǎng shì chéng;si le cœur y pense, l’affaire réussit;on peut réussir pourvu qu’on y pense;tout va au gré de ses désirs;qui cherche trouve. (Prov.);vouloir, c’est pouvoir (Prov.);tant crie-t-on Noël qu’il vient (Prov.).;;;;;;
心向往之;xīn xiàng wǎng zhī;avoir le cœur orienté vers;avoir envie d’obtenir quelque chose;;avoir (prendre) quelque chose à cœur;être ébloui par. ;;;;;;;
心心念念;xīnxīn niànniàn;toujours dans le cœur et dans les paroles;penser constamment à;désir persistant.;;;;;;;;;
心绪不宁;xīn xù bú níng;cœur troublé;trouble;être inquiet, soucieux, préoccupé.;;;;;;;;;
心直口快;xīn zhí kǒu kuài;droit du cœur à la bouche;avoir son franc-parler;être franc et direct;dire ce qu'on pense (Aussi  心直嘴快 xīn zhí zuǐ kuài).;;;;;;;;
心中无数;xīn zhōng  wú shù ;sans chiffre clair dans le cœur;ne pas savoir de quoi il s’agit ou à quoi s'en tenir;n'en avoir aucune idée claire;agir à l’aveuglette (Aussi  胸中无数 xiōng zhōng wú shù).;;;;;;;;
心安理得;xīn ān lǐ dé;avoir le cœur en paix;être en paix avec sa conscience;avoir la conscience tranquille;;avoir le cœur léger;n'avoir rien à se reprocher.;;;;;;
心不在焉;xīn bú zài yān;cœur n’est pas là;avoir l'esprit absent;être rêveur ou distrait;être dans la lune;avoir la tête dans les nuages.;;;;;;;
心潮澎湃;xīn cháo péng pài;le cœur s'agite comme les vagues;le cœur palpitant d'émotion ;vivement ému.;;;;;;;;;
心存芥蒂;xīn cún jièdì;avoir de la rancune dans le cœur;éprouver de la rancune, du ressentiment;garder une dent contre quelqu’un.;;;;;;;;;
心服口服;xīn fú kǒu fú;bouche et cœur persuadés;être totalement ou intimement persuadé;être pleinement ou sincèrement convaincu;se laisser volontiers convaincre;admiration du fond du cœur.;;;;;;;
心腹之交;xīn fù zhī jiāo;un ami de cœur;un confident et un réconfort;ami intime;alter ego.;;;;;;;;
心甘情愿;xīn gān qíng yuàn;de plein gréavec consentement (donner son consentement à …;;de bon cœur;très volontiers;consentir de bon cœur;bien volontiers;;agir de gaieté de cœur.;;;;
心狠手辣;xīn hěn shǒu là;avoir le cœur cruel et la main impitoyable;un cœur dur, capable des pires atrocités (Aussi  心狠手毒 xīn hěn shǒu dú).;;;;;;;;;;
心红眼亮;xīn hóng yǎn liàng;avoir un cœur rouge et la vue pénétrante;être perspicace.;;;;;;;;;;
心红志坚;xīn hóng zhì jiān;avoir un cœur rouge et une volonté de fer;avoir un cœur rouge et être ferme dans sa résolution.;;;;;;;;;;
心怀不满;xīn huái bú mǎn;avoir le cœur insatisfait;éprouver du mécontentement ;éprouver du ressentiment;avoir des griefs contre quelqu'un;s'irriter de …;déplorer que…;avoir une dent contre quelqu’un.;;;;;
心灰意懒;xīn huī yì lǎi;cœur gris et sans envie;découragé et n'ayant plus de cœur à l’ouvrage;perdre courage et manquer d’entrain;lassé de tout;être désabusé;avoir le moral à zéro (Fam.);n’avoir plus de cœur à rien;avoir la mort dans l’âme (Aussi  心灰意冷 xīn huī yì lěng).;;;;
心急如火;xīn jí rú huǒ;cœur anxieux ou impatient comme le feu;souffrir d'une attente comme d'une brûlure;brûler (bouillir, piaffer) d’impatience;être en proie à une angoisse mortelle;être dans une mortelle inquiétude;être sur des charbons ardents. (Aussi  心如火焚 xīn rú huǒ fén).;;;;;;
心惊肉跳;xīn jīng ròu tiào;le cœur saisi d’épouvante et le corps frémissant;avoir des palpitations (sous l'empire de la peur);trembler de peur;frémir de crainte;être pénétré de peur jusqu’à la moelle;être dans les transes.;;;;;;
心口如一;xīn kǒu rú yī;parler selon son cœur (sa pensée);sa langue ne dément pas son cœur;dire ce qu'on pense;avoir son franc-parler;dire ce qu’on a sur le cœur. ;;;;;;;
心旷神怡;xīn kuàng shén yí;avoir le cœur dilaté et l'esprit ravi;être pleinement satisfait;;s’en donner à cœur joie (Aussi  心怡神旷 xīn yí shén kuàng心怡神悦 xīn yí shén yuè).;;;;;;;;
心劳日拙;xīn láo rì zhuō;se fatiguer le cœur inutilement jour après jour;s’épuiser l'esprit sans rien obtenir;se donner beaucoup de peine pour rien;en être pour ses frais;se dépenser en vain pour nuire.;;;;;;;
心力交瘁;xīn lì jiāo cuì;cœur et esprit surmenés;se consumer en efforts excessifs;être surmené (exténué);s’épuiser mentalement et physiquement.;;;;;;;;
心灵手巧;xīn líng shǒu qiǎo;avoir le cœur vif et la main habile;avoir l’esprit vif et des doigts de fée.;;;;;;;;;;
心领神会;xīn lǐng shén huì;le cœur et l’esprit comprennent;pénétrer les pensées secrètes de quelqu'un  deviner les pensées de quelqu'un;lire dans les pensées;percer les intentions de quelqu'un;comprendre le non-dit;à bon entendeur demi-mot suffit.(Prov.) (Aussi  心领神悟 xīn lǐng shén wù).;;;;;;
心乱如麻;xīn luàn rú má;avoir l'esprit confus comme du chanvre emmêlé;avoir esprit troublé;être dans une grande perplexité.;;;;;;;;;
心满意足;xīn mǎn yì zú;cœur content et désirs satisfait;à sa grande satisfaction;avoir tout son content;être comblé;n’avoir plus rien à désirer (Aussi  心满愿足 xīn mǎn yuàn zú).;;;;;;;
心明眼亮;xīn míng yǎn liàng;cœur lucide et vue pénétrante.;avoir l’esprit perspicace et le regard pénétrant.;;;;;;;;;;
心慕手追;xīn mù shǒu zhuī;admirer au fond du cœur et imiter;imiter avec passion. ;;;;;;;;;;
心凝形释;xīn níng xíng shì;concentrer son cœur (esprit) comme si le corps n’existe pas;se concentrer entièrement à;;avoir le nez sur son travail.;;;;;;;;
心平气和;xīn píng qì hé;avoir l'esprit tranquille et le cœur serein;en toute sérénité;paisible et doux;être d’humeur égale et parler d’un ton paisible.;;;;;;;;
心去难留;xīn qù nán liú;son cœur est déjà ailleurs, on ne peut plus le retenir;qu’on ne saurait retenir, tant est fort le désir de partir.;;;;;;;;;;
心如刀割;xīn rú dāo gē;comme si des couteaux tailladaient le cœur; avoir le cœur brisé; fendre le cœur;arracher les entrailles (Aussi  心如刀绞 xīn rú dāo jiǎo心如刀锯 xīn rú dāo jù).;;;;;;;;
心如倒悬;xīn rú dào xuán;avoir le cœur en suspens;être anxieux. ;;;;;;;;;;
心神不定;xīn shén bú dìng;cœur et l’esprit instables;perdre la sérénité;se sentir mal à l’aise; n’être plus dans son élément;;ne pas être  dans son assiette;avoir l’esprit troublé;être agité et vexé;avoir le cerveau  dérangé (Aussi  心神不宁 xīn shén bù níng).;;;
心无挂碍;xīn wú guà ’ài;cœur sans inquiétude;vivre dans l’insouciance;être libre de tout souci;libre comme l’air;ne pas s’en faire une miette (Fam.).;;;;;;;
心无二用;xīn wú èr yòng;le cœur ne souffre point deux emplois à la fois;ne pas gérer de front;il ne faut pas courir deux lièvres à la fois (Prov.);On ne peut être à la fois au four et au moulin (Prov.);Qui chasse deux lièvres n’en prend aucun (Prov.) (Aussi  心无二想 xīn wú èr xiǎng).;;;;;;;
心心相印;xīnxīn xiàng yìn;leurs cœurs battent à l'unisson;voir les choses du même œil;partager les sentiments de;se comprendre sans mot dire;union parfaite des cœurs et des sentiments.;;;;;;;
心血来潮;xīn xuè lái cháo;le sang monte du cœur comme une marée;se monter la tête;;coup de tête;faire quelque chose par pur caprice;fantaisie subite, lubie.;;;;;;
心有余悸;xīn yǒu yú jì; son cœur palpite encore de peur;n’être pas encore revenu de sa frayeur;rester méfiant après une expérience douloureuse;Chat échaudé craint l’eau froide (Prov.). ;;;;;;;;
心猿意马;xīn yuán yì mǎ;son cœur (sa pensée) vagabonde comme un cheval sauvage qui galope;laisser vagabonder sa pensée;ne pouvoir fixer sa pensée sur rien.;;;;;;;;;
心悦诚服;xīn yuè chéng fú;le cœur ravi et sincèrement convaincu;;s'incliner de bon cœur (de bon gré);agir avec une conviction;;admirer de grand cœur.;;;;;;
心照不宣;xīn zhào bú xuān;le cœur comprend sans paroles;un accord implicite, une entente tacite;prendre un air entendu;Tout le monde y pense sans de dire.;;;;;;;;
心知肚明;xīn zhī dù míng ;le cœur sait et le ventre comprend;observer le silence sur ce qu’on sait;comprendre le jeu d’autrui;en avoir le cœur net.;;;;;;;;
心中有数;xīn zhōng yǒu shù;en avoir les données dans le cœur;avoir les chiffres en tête;agir en parfaite connaissance de cause (à bon escient);savoir à quoi s'en tenir;connaître ses dossiers;être dans la course (Fam.) ;en avoir le cœur net (Aussi  胸中有数 xiōng zhōng yǒu shù心如明镜 xīn rú míng jìng).;;;;;
心醉神迷;xīn zuì shén mí;cœur ivre et esprit fasciné;éprouver une admiration extreme;être ravi (en extase);s’enivrer de;s’extasier (Aussi  心醉魂迷 xīn zuì hún mí). ;;;;;;;
雄心壮志;xióng xīn zhuàng zhì;nourrir de nobles (hautes) ambitions;avoir une forte volonté;nourrir de grands idéaux.;;;;;;;;;
修心养性;xiū xīn yǎng xìng;purifier son cœur et perfectionner sa vertu;ne cesser de se perfectionner. ;;;;;;;;;;
虚心下气;xū xīn xià qì   ; cœur timide et air humble;docile et humble;discret et réservé;;baisser les yeux (avec humilité). ;;;;;;;
言为心声;yán wéi xīn shēng  la parole est le cri du cœur;les paroles sont le miroir de la pensée;les paroles sont le reflet des sentiments.;;;;;;;;;;
邀买人心;yāo mǎi rén xīn   ; chercher à acheter le cœur d’une personne;chercher à capter la faveur des gens;chercher à amadouer (Aussi  收买人心 shōu mǎi rén xīn).;;;;;;;;;
野心勃勃;yě xīn bóbó;Un désir démesurébrûler d'une ambition démesurée;être dévoré d'ambition;être ambitieux;avoir les dents longues longues;avoir les dents qui raient le plancher (Aussi  雄心勃勃 xióng xīn bó bó).;;;;;;;
一寸丹心;yī cùn dān xīn;avoir un cœur d’une sincérité absolue;avoir un cœur d’or;un cœur fidèle;cœur pur;avoir un cœur aussi pur que le cristal;blanc comme neige (Aussi  一寸赤心 yī cùn chì xīn一片冰心 yī piàn bīng xīn).;;;;;;
一见倾心;yī jiàn qīng xīn ;avoir le cœur épris au premier regard;coup de foudre.;;;;;;;;;;
一心二用;yīxīn èr yòng;un cœur, deux affaires;avoir en même temps deux occupations;chasser deux lièvres à la fois. ;;;;;;;;;
一心一德;yī xīn yī dé;agir d'un même cœur et d'une même volonté;union des cœurs (et des volontés);concorde. ;;;;;;;;;
一心一意;yī xīn yī yì;d’un seul cœur et d’une seule volonté; de tout son cœur (de toute son âme);se consacrer entièrement à;mettre tout son zèle à;;corps et âme;s’appliquer à faire quelque chose (Aussi  一心一计 yī xīn yī jì).;;;;;
疑心生鬼;yí xīn shēng guǐ;cœur méfiant engendre des fantômes;imagination soupçonneuse;vaines alarmes;soupçons infondés;être d'une suspicion maladive.;;;;;;;
用心良苦;yòng xīn liáng kǔ;utiliser, cœur, très, amer;se démener avec zèle pour;;se creuser la cervelle pour;se donner beaucoup de mal pour.;;;;;;;
忧心如焚;yōu xīn rú fén;le cœur brûlé d’inquiétude;se consumer de chagrin (ou de soucis);se ronger d’inquiétude.;;;;;;;;;
忧心忡忡;yōu xīn chōngchōng;cœur inquiet et angoissé;avoir l'air tourmenté (tracassé);se ronger d’inquiétude;se consumer de chagrin;se faire de la bile. ;;;;;;;
有口无心;yǒu kǒu wú xīn ;avoir la bouche, sans le cœur;avoir son franc parler;bon diable (franc compère) à la langue bien longue;parler sans arrière-pensée.;;;;;;;;
于心何忍;yú xīn hé rěn;comment peut-on avoir le cœur si dur?;C’est intolérable (Aussi  于心不忍 yú xīn bù rěn).;;;;;;;;;;
于心不安;yú xīn bú ān;pas calme dans le cœur;être confus de quelque chose;avoir mauvaise conscience;avoir une faute (un poids) sur la conscience;avoir à se reprocher. ;;;;;;;
语重心长;yǔ zhòng xīn chǎng   ; paroles fortes et sentiments profonds;paroles pleines de sincérité et d’enseignement;paroles très significatives;d'un ton significatif.;;;;;;;;
脏心烂肺;zàng xīn làn fèi   ; cœur corrompu, poumons pourris;sentiments vils;individu vicieux. ;;;;;;;;;
贼心不死;zéi xīn bù sǐ   ; cœur de voleur ne meurt pas;ne pas renoncer à ses desseins sournois après un échec;ne pas abandonner son intention de nuire;continuer à comploter.;;;;;;;;
真心实意;zhēn xīn shí yì;cœur sincère et bonne foi;être plein de bonne volonté;avec une parfaite sincérité;de bonne grâce;de bon gré;en toute sincérité;;de grand (de bon, de tout) cœur;de bonne foi;la main sur la conscience (真心诚意 zhēn xīn chéng yì). ;;
振奋人心;zhèn fèn rén xīn;stimuler le cœur des gens;exciter l’enthousiasme des gens;exhorter à;électriser le public;être exaltant. ;;;;;;;
震撼人心;zhèn hàn rén xīn;bouleverser cœur des gens;ébranler (bouleverser, troubler, remuer) l’âme;à vous couper le souffle (Aussi  震慑人心 zhèn shè rén xīn). ;;;;;;;;;
忠心赤胆;zhōng xīn chì dǎn ;cœur fidèle et foie bien rouge;totale sincérité.;;;;;;;;;;
忠心耿耿;zhōng xīn gěnggěng;un cœur plein de dévouement;;se dévouer corps et âme;être à la dévotion de quelqu'un;faire preuve d’une fidélité absolue. ;;;;;;;
诛心之论;zhū xīn zhī lùn;mettre à mort le cœur avec les critiques;reprocher à quelqu'un non des faits mais des intentions qu’on lui prête;procès d’intention. ;;;;;;;;;
专心致志;zhuān xīn zhì zhì;prêter toute son attention à;se vouer (se consacrer, s'adonner) tout entier à;consacrer son énergie à;se consacrer à, s’absorber dans … ;;;;;;;;
做贼心虚;zuò zéi xīn xū;le cœur du voleur a toujours peur;avoir la mauvaise conscience des coupables;qui se sent morveux se mouche (Prov.);qui se sent galeux se gratte (Prov.);celui qui pèche fuit la lumière (Prov.) (Aussi  贼人胆虚 zéi rén dǎn xū 贼人心虚 zéi rén xīn xū).;;;;;;;
安身立命;ān shēn lì mìng;s’installer (le corps) et établir sa vie;s’installer et faire carrière toute sa vie;y trouver une assurance matérielle et un soutien moral;se faire une situation stable;faire son trou.;;;;;;;
百身莫赎;bǎi shēn mò shú;cent corps ne pourraient pas racheter;je donnerais cent fois ma vie pour sauver la sienne;Combien sa mort est regrettable.;;;;;;;;;
半身不遂;bàn shēn bú suí;paralysie de la moitié du corps;hémiplégie.;;;;;;;;;;
卑躬屈节;bēi gōng qū jiē;s’incliner le corps bas et faillir à l'honneur;;plier (courber) l’échine;avoir l'échine souple;s'aplatir (s’abaisser, s'humilier) devant quelqu’un;en toute servilité;être vil et rampant;faire des courbettes à (devant) quelqu'un;faire des ronds de jambes;c’est une vraie carpette (Fam.) (Aussi  卑躬屈膝 bēi gōng qū xī).;;
遍体鳞伤;biàn tǐ lín shāng;corps aussi couvert de plaies qu'un poisson d’écailles;être criblé de coups;être couvert de blessures et de plaies;avoir le corps tout moulu;être en compote (Fam.).;;;;;;;
赤身露体;chì shēn lù tǐ;être nu et montrer son corps;se mettre nu;être tout nu;en costume d’Adam;dans le plus simple appareil;nu comme un ver;être à poil (Fam.) (Aussi  赤身裸体 chìshēn luǒ tǐ).;;;;;
打躬作揖;dǎ gōng zuò yī;incliner le corps et joindre les mains;saluer avec humilité et révérence.;;;;;;;;;;
独善其身;dú shàn qí shēn ;ne penser qu’à son propre corps;ne pas se soucier des autres;se renfermer dans sa tour d’ivoire.;;;;;;;;;
分身无术;fēn shēn wú shù;ne pas pouvoir se couper en deux;ne pas avoir le don d’ubiquité;On ne peut être partout à la fois;ne pas pouvoir être à la fois au four et au moulin.;;;;;;;;
奋不顾身;fèn bú gù shēn;se jeter (se lancer) à corps perdu;se lancer au mépris du danger;s’exposer bravement à la mort;risquer sa vie.;;;;;;;;
抚躬自问;fǔ gōng zì wèn;poser la main sur son corps;faire un examen de conscience (Aussi  反躬自省 fǎn gōng zì xǐng反躬自问 fǎn gōng zì wèn).;;;;;;;;;;
感同身受;gǎn tóng shēn shòu;sentir ce que sent (le corps d’)autrui;être touché comme si on était soi-même l'objet d’une faveur;témoigner sa reconnaissance à la place d’un autre. ;;;;;;;;;
躬逢其盛;gōng féng qí shèng;assister en personne à une cérémonie solennelle, à un grand spectacle;participer aux grandes occasions;participer à un repas de gala. ;;;;;;;;;
孤身只影;gū shēn zhī yǐng;corps et ombre tout seuls;être tout seul;vivre dans la solitude;être dans l’isolement. ;;;;;;;;
黄袍加身;huáng páo jiā shēn;être revêtu de la robe jaune;se proclamer empereur;monter sur le trône, ceindre (prendre) le diadème.;;;;;;;;;
浑然一体;hún rán yī tǐ;un corps compact;en un seul bloc;d'un seul tenant;monolithique;ne faire qu’un (avec quelque chose);faire un ensemble;faire corps;texte ou peinture harmonieux.;;;;
浑身发抖;hún shēn fā dǒu;trembler de tout son corps (de tous ses membres). ;;;;;;;;;;;
浑身是胆;hún shēn shì dǎn;un corps rempli d’audace;être audacieux (intrépide, hardi), courageux;un homme sans peur;suer la bravoure par tous les pores;cœur de lion (Aussi  一身是胆 yī shēn shì dǎn).;;;;;;;
洁身自好;jié shēn zì hào;garder le corps propre et s’aimer soi-même;se respecter et mener une vie intègre;garder sa pureté et son intégrité.;;;;;;;;;
孑然一身;jié rán yīshēn;être seul sur la terre;solitaire ;être esseulé (délaissé).;;;;;;;;;
鞠躬尽瘁;jū gōng jìn cuì;consacrer son énergie jusqu'à son dernier souffle à…;;;;;;;;;;;
立身处世;lì shēn chù shì   manière de se conduire (se tenir) dans le monde;avoir une position dans le monde.;;;;;;;;;;;
立身自处;lì shēn zì chù ;se forger le corps et se faire une situation;se forger le caractère et se faire une situation;se créer une position sociale. ;;;;;;;;;
了身达命;liao shēn dá mìng;comprendre son corps et accepter son sort;accepter son sort avec sagesse.;;;;;;;;;;
量体裁衣;liàng tǐ cái yī;;Tailler la robe selon le corps (Prov.);agir selon les circonstances;s’adapter au réel (Aussi  称体裁衣 chèn tǐ cái yī).;;;;;;;;
卖身投靠;mài shēn tóu kào;se vendre à quelqu'un pour chercher sa protection ou gagner son appui;se mettre au service de quelqu'un au mépris de la moraleêtre à la solde de quelqu'unmettre sa conscience à l’encan.;;;;;;;;;;
芒刺在身;máng cì zài shēn;le corps comme piqué de barbes d'épis;éprouver de l’anxiété;être dans l’inquiétude;être sur les épines;être sur des charbons ardents.;;;;;;;
渺然一身;miǎo rán yī shēn;un corps seul dans l’infini;être tout seul;seul et impuissant.;;;;;;;;;
明哲保身;míng zhé bǎo shēn;assez sage pour se protéger;se mettre à l'abri en homme sage;mettre toute son intelligence à se protéger.;;;;;;;;;
漆身吞炭;qī shēn tūn tàn;se barbouiller le corps et avaler du charbon;changer sa physionomie et prendre une voix enrouée;se rendre méconnaissable pour assouvir sa vengeance ou rendre service à un bienfaiteur.;;;;;;;;;
七尺之躯;qī chǐ zhī qū;un corps de sept pieds;un homme.;;;;;;;;;;
惹火焚身;rě huǒ fén shēn;attirer le feu sur soi-même;s’attirer une méchante affaire;faire converger les critiques sur soi;se jeter dans la gueule du loup (Aussi  惹火烧身 rě huǒ shāo shēn引火烧身 yǐn huǒ shāo shēn).;;;;;;;;
三省吾身;sān xǐng wú shēn ;faire le retour sur soi-même trois fois par jour;faire son examen de conscience trois fois par jour.;;;;;;;;;;
杀身之祸;shā shēn zhī huò ;le malheur d’être tué;subir un malheur fatal.;;;;;;;;;;
杀身成仁;shā shēn chéng rén;sacrifice du corps au nom de la bienveillance;sacrifier sa vie pour réaliser sa nature d’homme;sacrifier sa vie au nom de la vertu.;;;;;;;;;
设身处地;shè shēn chù dì;imaginer son corps à la place d’un autre;se mettre à la place des autres.;;;;;;;;;;
身不由己;shēn bú yóu jǐ;le corps n’est pas lui-même;involontairement;malgré soi;ne pas pouvoir s'empêcher de faire quelque chosen’être pas maître de ses actes;accepter à son corps défendant (Aussi  身不由主 shēn bù yóu zhǔ). ;;;;;;;
身怀六甲;shēn huái liù jiǎ ;en état de grossesse;femme enceinte.;;;;;;;;;;
身经百战;shēn jīng bǎi zhàn;un corps qui a vécu cent fois la guerre;avoir subi (connu) de multiples épreuves;être bien trempé (aguerri). ;;;;;;;;;
身居要职;shēn jū yàozhí;occuper un poste clé;assumer une fonction importante;être promu à une haute responsabilité;;tenir le haut du pavé. ;;;;;;;
身强力壮;shēn qiáng lì zhuàng ;corps robuste et force puissante;avoir une santé de fer ;fort comme un Turc ;avoir les reins solides (Aussi  身强体壮 shēn qiáng tǐ zhuàng).;;;;;;;;
身外之物;shēn wài zhī wù ;choses étrangères au corps;des biens et de l’argent;vanités de ce bas monde  richesse, honneurs, plaisirs, etc.;;;;;;;;;
身无分文;shēn wú fēn wén;n'avoir ni sou ni maille sur soi;être complètement démuni;; être à sec.;;;;;;;;
身无完肤;shēn wú wán fū;le corps criblé de blessures;être réduit en miettes (en pièces);arguments pulvérisés (Aussi  体无完肤 tǐ wú wán fū).;;;;;;;;;
身陷囹圄;shēn xiàn língyǔ ;être jeté (mis) en prison;être détenu;;être sous les verrous (Fam.);;être mis en cabane (Fam.) (Aussi  陷身囹圄 xiàn shēn líng yǔ).;;;;;;
身心健康;shēn xīn jiàn kāng;corps et cœur en bonne santé;bonne santé physique et morale;être sain de corps et d’esprit;être fort moralement et physiquement.;;;;;;;;
身心交病;shēn xīn jiāo bìng ;être malade de corps et d’esprit.;;;;;;;;;;;
身败名裂;shēn bài míng liè;corps ruiné et réputation détruite (compromise);perdre son rang et sa réputation;perdre sa réputation et laisser derrière soi un triste renom;être discrédité.;;;;;;;;
身价百倍;shēn jià bǎi bèi;son prix a centuplé;valoir son pesant d'or;parvenir (arriver) aux plus hautes dignités (au faîte des honneurs);être porté aux nues.;;;;;;;;
身临其境;shēn lín qí jìng;être présent sur le lieu de la scène;se trouver sur place;être sur le lieu de la scène (sur le théâtre des événements);avoir l’impression d’y être (Aussi 身历其境shēnlì qí jìng ).;;;;;;;;
身体力行;shēn tǐ lì xing;mobiliser toutes les forces de son corps pour;faire soi-même;exécuter en personne;s’employer dans la pratique à la réalisation de quelque chose;donner l'exemple, en y prenant part en personne;payer de sa personne;faire de son mieux.;;;;;
身无长物;shēn wú zhǎng wù;ne posséder que son corps;être pauvre (sans ressources);n’avoir aucune spécialité.;;;;;;;;;
身先士卒;shēn xiān shì zú;le corps devant ses soldats;foncer sur l’ennemi à la tête de ses hommes;combattre à la tête de ses soldats;se mettre au premier rang en première ligne;donner l’exemple à ses subordonnés (subalternes) (Aussi  身先士众 shēn xiān shì zhòng).;;;;;;;
生身父母;shēng shēn fùmǔ;parents de corps;parents biologiques;parents naturels. ;;;;;;;;;
事必躬亲;shì bì gōng qīn;tout faire en personne;s’occuper personnellement de toute affaire;mettre la main à pâte pour toute chose.;;;;;;;;;
束身修行;shù shēn xiū xíng;contraindre son corps et éduquer sa vertu;se dominer et se conduire loyalement;se maîtriser pour être sans reproche (Aussi  束身自修 shù shēn zì xiū束身自爱 shù shēn zì’ài束身自好shù shēn zì hào). ;;;;;;;;;
体无完肤;tǐ wú wán fū;corps à la peau lacérée;corps criblé de blessure;être réduit en miettes (en pièces);arguments pulvérisés.;;;;;;;;
挺身而出;tǐng shēn ér chū ;se jeter hardiment en avant;braver le danger (la mort);y aller de sa personne;tendre le dos (Aussi  挺胸迭肚 tǐng xiōng dié dù).;;;;;;;;
五短身材;wǔ duǎn shēn cái;à la tête aux membres courts;être de courte taille;un corps trapu.;;;;;;;;;
五体投地;wǔ tǐ tóu dì ;les cinq parties du corps à terre;se prosterner à genoux, la tête contre terre;s’engouer de quelqu'un jusqu'à se prosterner à ses pieds;porter quelqu'un au pinacle;vouer une véritable adoration.;;;;;;;
修身洁行;xiū shēn jié xíng;éduquer son corps et parfaire sa vertu;s’efforcer de se perfectionner;suivre le chemin de la vertu. ;;;;;;;;;
摇身一变;yáo shēn yī biàn;s’ébrouer de tout son corps et se transformer comme par enchantement;une métamorphose subite (par enchantement);faire volte-face;revirement subit.;;;;;;;;
一体同心;yī tǐ tóng xīn   ; du même corps et du même cœur;ne faire qu’un;faire corps avec;;s'unir corps et âme;ne former qu'un cœur et qu'une âme. ;;;;;;
一身两役;yī shēn liǎng yì;un corps à deux fonctions à la fois;exercer deux fonctions à la fois ;jouer deux rôles en même temps;cumuler deux charges. (Aussi  一身二任 yī shēn èr rèn).;;;;;;;;
以身试法;yǐ shēn shì fǎ;essayer de sa personne la force de la justice;braver la loi;chercher à goûter le châtiment corporel.;;;;;;;;;
以身殉职;yǐ shēn xùn zhí;mourir à son poste;mourir à l’œuvre;mourir debout (dans l’exercice de ses fonctions);être victime du devoir. ;;;;;;;;
以身作则;yǐ shēn zuò zé;se donner soi-même en modèle;donner l’exemple de sa propre personne (par sa conduite);vivre de façon exemplaire.;;;;;;;;;
澡身浴德;zǎo shēn yù dé;se nettoyer physiquement et moralement;mener une vie vertueuse.;;;;;;;;;;
葬身鱼腹;zàng shēn yú fù;être enseveli dans le ventre des poissons;avoir pour sépulture le ventre des poissons;se noyer. ;;;;;;;;;
置身局外;zhì shēn jú wài;se tenir à part;se mettre en dehors de la mêlée;être hors circuit;ne pas être dans le coup (Aussi  置身事外 zhì shēn shì wài). ;;;;;;;;
割股疗亲;gē gǔ liáo qīn;capable de se couper la cuisse pour soigner ses parents;enfant plein de piété filiale;amour filial.;;;;;;;;;
股肱之臣;gǔ gōng zhī chén;  ministre nécessaire comme la cuisse et le bras;ministre fidèle;assistant compétent;;;;;;;;;
股肱之力;gǔ gōng zhī lì;à la force des cuisses et des bras;déployer un maximum d’efforts;faire tous ses efforts.;;;;;;;;;
饮水曲肱;yǐn shuǐ qū gōng;boire de l'eau plate et utiliser ses bras comme oreiller;vivre dans les privations et le renoncement.;;;;;;;;;;
不足挂齿;bú zú guà chǐ;qui ne mérite pas de s’accrocher aux dents;cela ne vaut pas (ce n'est pas) la peine d'en parler;dérisoireinsignifiant (Aussi  何足挂齿 hé zú guà chǐ).;;;;;;;;;
齿白唇红;chǐ bái chún hóng;avoir les dents blanches et les lèvres rouges;avoir une figure ravissante (Aussi  皓齿朱唇 hào chǐ zhū chún).;;;;;;;;;;
齿若编贝;chǐ ruò biān bèi ;avoir les dents rangées comme des coquillages;avoir une belle denture. ;;;;;;;;;;
齿亡舌存;chǐ wáng shé cún;les dents tombent et la langue demeure;les gens inflexibles se brisent facilement tandis que les gens souples survivent;là où le chêne est abattu, le roseau plie et ne rompt pas;mieux vaut plier que rompre (Prov.).;;;;;;;;
齿牙余论;chǐ yá yú lùn;prononcer de bonnes paroles sur quelqu’un;faire l'éloge de quelqu'un;faire des louanges;parler en faveur de quelqu’un.;;;;;;;;
佶屈聱牙;jí qū áo yá;difficile à déchiffrer et prononcer ;style rébarbatif, pénible à lire;cacographique et cacophonique.;;;;;;;;;
伶牙俐齿;líng yá lì chǐ;des dents agiles;avoir la langue bien affilée, avoir la langue bien pendue;être éloquent. ;;;;;;;;;
令人切齿;lìng rén qiē chǐ;faire grincer des dents;mettre en fureur;exciter la haine.;;;;;;;;;
令人齿冷;lìng rén chǐ lěng;de quoi laisser les dents froides;inspirer un profond mépris;à faire pouffer de rire;tomber dans le ridicule;mériter la satire. ;;;;;;;
明眸皓齿;míng móu hào chǐ;pupilles brillantes et dents blanches;belle femme. ;;;;;;;;;;
没齿难忘;mo chǐ nán wàng;ne pas oublier même quand les dents seront tombées;être pénétré de reconnaissance jusqu'à la fin de ses jours;reconnaissance éternelle.;;;;;;;;;
难于启齿;nán yú qǐ chǐ;avoir de la peine à ouvrir la bouche (les dents);avoir honte d’en parler;être confus de formuler une demande. ;;;;;;;;;
切齿痛恨;qiē chǐ tòng hèn;;grincer des dents de haine;haïr à mort;vouer une haine implacable.;;;;;;;;
